l_code	y	y_est	y_deviation	ranking
tl	9.100	160.9812990636146	-151.88129906361462	184
bn	8.600	183.90223403658842	-175.30223403658843	185
arz	3.900	191.86486287506483	-187.96486287506482	186
pa	0.877	202.584180403871	-201.70718040387098	187
vi	56.100	258.9020905964292	-202.80209059642922	188
ur	2.900	206.31521596915846	-203.41521596915845	189
ko	103.000	341.4720042759488	-238.4720042759488	190
wuu	0.563	280.28654693233926	-279.7235469323393	191
es	1357.000	1748.9628075289397	-391.9628075289397	192
pt	380.000	828.2812052243999	-448.28120522439986	193
hi	13.300	608.5183960437765	-595.2183960437766	194
ar	167.000	875.2885500972769	-708.2885500972769	195
zh	541.000	4821.855575028874	-4280.855575028874	196
