l_code	y	y_est	y_deviation_perc	ranking
be	8.400	0.6966587694946327	11.057552948186519	1
fi	77.700	10.313967995500327	6.5334730565285986	2
sr	21.300	5.656405738475591	2.7656421736359347	3
uk	83.300	22.19052971236392	2.753853606909963	4
cs	84.700	26.600297375874725	2.184174928691553	5
da	40.000	13.09276459102184	2.055122523735696	6
he	59.800	20.68954459742661	1.8903487806801698	7
hu	65.700	26.037742314013734	1.5232602430603097	8
pl	394.000	173.7149087623684	1.2680839704954077	9
sv	128.000	57.68759040752017	1.2188480935982011	10
ca	32.700	20.836423449703688	0.5693672226873958	11
ru	1275.000	913.3489627916284	0.3959615130048368	12
ja	1444.000	1037.2713412395344	0.3921140424784384	13
en	9327.000	7008.228492937514	0.3308641419724271	14
it	631.000	479.51746763590825	0.3159061819185085	15
de	1225.000	958.6944534673255	0.2777793754511909	16
ro	46.100	45.66993450356254	0.009416818769554325	17
fr	895.000	888.108271404758	0.007760009468598922	18
nl	197.000	212.30000792529077	-0.0720678631847951	19
el	31.900	35.25832538321702	-0.0952491460305028	20
vi	56.100	71.24855491920178	-0.21261560934647364	21
es	1357.000	1972.4506432255623	-0.31202334280928395	22
kk	13.200	23.474032892042423	-0.4376765142697431	23
tr	167.000	314.43774854531205	-0.46889328405194813	24
pt	380.000	726.5688564077469	-0.47699382288587133	25
th	64.600	145.6273763072027	-0.5564020884114157	26
id	140.000	333.0923649575418	-0.5796961601991527	27
fa	85.600	205.45533374237363	-0.5833644304054121	28
ko	103.000	394.6898084684583	-0.7390355722645134	29
sh	11.800	53.661887591404	-0.7801046416807331	30
ml	4.600	21.90079518442171	-0.7899619643367088	31
sw	2.500	14.266146678197245	-0.8247599680283173	32
ar	167.000	1189.971603364342	-0.8596605166645573	33
zh	541.000	3965.0120727437416	-0.8635565314620507	34
tl	9.100	68.99381614407727	-0.8681041213752142	35
az	9.100	72.17053252417975	-0.8739097567701725	36
ms	14.300	132.84645599039018	-0.8923569327206258	37
kn	1.500	19.036929974690167	-0.9212057825503236	38
ta	5.500	71.92497580199887	-0.9235314306515603	39
or	0.759	10.80319029604997	-0.9297429759913127	40
mr	3.700	73.37961185371543	-0.9495772748515477	41
su	1.200	27.776959395549504	-0.9567987272144601	42
bn	8.600	213.42039885584774	-0.9597039456110812	43
arz	3.900	99.61466332752414	-0.9608491373686908	44
te	2.600	76.67310772517152	-0.9660898054462657	45
zh-min-nan	0.963	32.67608292759588	-0.9705289032919329	46
gu	0.861	32.21427567487883	-0.9732727189433155	47
bar	1.200	45.08318786375887	-0.9733825388828671	48
gan	0.572	24.826732761822917	-0.9769603191250527	49
hi	13.300	637.2976920317153	-0.9791306320950272	50
nds	1.200	60.550985212969486	-0.980181990503055	51
jv	2.000	157.52749838634338	-0.9873038039676418	52
ur	2.900	233.5253886734758	-0.9875816500446771	53
pnb	0.913	100.16966552806846	-0.9908854642252533	54
hak	0.396	48.3747832591418	-0.9918139168111897	55
pa	0.877	242.23207470338417	-0.9963795050631759	56
wuu	0.563	193.58776132594156	-0.997091758300505	57
lg	0.079	-39.93738464422352	-1.001978096480372	58
ik	0.108	-41.79086616061551	-1.0025842967596057	59
tyv	0.108	-40.78961546994559	-1.002647732731866	60
iu	0.136	-41.58277055589729	-1.00327058534537	61
ts	0.122	-34.25406732987392	-1.0035616208383407	62
bi	0.165	-41.74991630860387	-1.0039521037307084	63
haw	0.176	-41.53005979483824	-1.0042378942113124	64
koi	0.179	-41.5108915858736	-1.0043121213050725	65
tet	0.198	-40.57946850544961	-1.0048793147690787	66
tn	0.118	-23.884226423063037	-1.0049404991356996	67
cu	0.211	-41.89274364724725	-1.0050366717868062	68
av	0.212	-38.58335911534226	-1.005494596760387	69
pag	0.219	-39.70475033304612	-1.0055157128092487	70
kaa	0.230	-41.28410913701914	-1.0055711508570198	71
glk	0.165	-27.98204134074861	-1.0058966391333186	72
ab	0.248	-41.70400232073867	-1.0059466714511636	73
pdc	0.246	-40.30345485579201	-1.006103695102075	74
lez	0.255	-40.36533540175264	-1.0063173016515783	75
kl	0.265	-41.81664195062394	-1.0063371898755742	76
tpi	0.248	-38.98976887578444	-1.0063606429879102	77
st	0.181	-27.915602447030167	-1.0064838292615554	78
rm	0.279	-41.36785257016376	-1.0067443674898713	79
wo	0.248	-36.49479637622317	-1.0067954893471216	80
ln	0.291	-41.088479549565086	-1.0070822771538421	81
udm	0.277	-38.66821512898085	-1.007163506230532	82
sn	0.267	-36.846826565622244	-1.0072462142574066	83
om	0.233	-31.892040228036425	-1.007305898222064	84
nv	0.298	-39.85519391461233	-1.007477068124131	85
zea	0.299	-39.23790883586455	-1.007620181831064	86
ay	0.286	-37.32210549609124	-1.0076630189052425	87
pcd	0.270	-35.117228080265285	-1.007688533940745	88
mrj	0.322	-41.714546018606214	-1.0077191299134929	89
bjn	0.266	-33.15537514077849	-1.0080228318597078	90
krc	0.328	-40.53504742902982	-1.0080917630742698	91
myv	0.318	-39.262207224450975	-1.008099391819265	92
vep	0.341	-41.871529643837604	-1.0081439585059484	93
kv	0.332	-40.36533540175264	-1.0082248790130353	94
fur	0.354	-41.59594275069975	-1.008510445408622	95
kab	0.273	-31.986939358519386	-1.0085347334091623	96
csb	0.364	-41.60941926470154	-1.0087480192329623	97
stq	0.371	-41.88249927436123	-1.008858115117956	98
kw	0.373	-41.87526178514051	-1.0089074070011512	99
sd	0.116	-12.829488692439508	-1.009041669764155	100
lad	0.373	-41.07917390006649	-1.0090800268015954	101
lij	0.350	-37.63859746339975	-1.0092989649877455	102
frr	0.389	-41.790299918387035	-1.0093083801925253	103
